operator,workload,parameters,flagos_time_ms,baseline_time_ms,speedup,flagos_gflops,baseline_gflops
pack_seq_triton,deepseek_v4_pro_prefill_num_tokens4096,"index_topk=1024, dtype=bf16, num_tokens=4096",0.0574,0.0528,0.9199,0.00,0.00
silu_and_mul_with_clamp,deepseek_v3.2_decode_num_tokens1,"N=2048, dtype=bf16, num_tokens=1",0.1331,0.0232,0.1743,0.12,0.70
silu_and_mul_with_clamp,deepseek_v3.2_decode_num_tokens8,"N=2048, dtype=bf16, num_tokens=8",0.1310,0.0228,0.1740,1.00,5.75
silu_and_mul_with_clamp,deepseek_v3.2_decode_num_tokens32,"N=2048, dtype=bf16, num_tokens=32",0.1300,0.0223,0.1715,4.03,23.48
silu_and_mul_with_clamp,deepseek_v3.2_decode_num_tokens64,"N=2048, dtype=bf16, num_tokens=64",0.1299,0.0219,0.1686,8.07,47.83
silu_and_mul_with_clamp,deepseek_v3.2_mixed_num_tokens128,"N=2048, dtype=bf16, num_tokens=128",0.1275,0.0221,0.1733,16.45,94.72
silu_and_mul_with_clamp,deepseek_v3.2_mixed_num_tokens256,"N=2048, dtype=bf16, num_tokens=256",0.1287,0.0220,0.1709,32.59,191.04
silu_and_mul_with_clamp,deepseek_v3.2_prefill_num_tokens512,"N=2048, dtype=bf16, num_tokens=512",0.1274,0.0219,0.1719,65.82,382.67
silu_and_mul_with_clamp,deepseek_v3.2_prefill_num_tokens1024,"N=2048, dtype=bf16, num_tokens=1024",0.1267,0.0223,0.1760,132.39,750.98
silu_and_mul_with_clamp,deepseek_v3.2_prefill_num_tokens2048,"N=2048, dtype=bf16, num_tokens=2048",0.1281,0.0275,0.2147,261.93,1218.23
silu_and_mul_with_clamp,deepseek_v3.2_prefill_num_tokens4096,"N=2048, dtype=bf16, num_tokens=4096",0.1485,0.0497,0.3347,451.88,1349.41
silu_and_mul_with_clamp,deepseek_v4_pro_decode_num_tokens1,"N=3072, dtype=bf16, num_tokens=1",0.1270,0.0226,0.1780,0.19,1.09
silu_and_mul_with_clamp,deepseek_v4_pro_decode_num_tokens8,"N=3072, dtype=bf16, num_tokens=8",0.1270,0.0225,0.1772,1.55,8.76
silu_and_mul_with_clamp,deepseek_v4_pro_decode_num_tokens32,"N=3072, dtype=bf16, num_tokens=32",0.1262,0.0220,0.1743,6.23,35.73
silu_and_mul_with_clamp,deepseek_v4_pro_decode_num_tokens64,"N=3072, dtype=bf16, num_tokens=64",0.1261,0.0221,0.1753,12.48,71.28
silu_and_mul_with_clamp,deepseek_v4_pro_mixed_num_tokens128,"N=3072, dtype=bf16, num_tokens=128",0.1268,0.0220,0.1735,24.81,142.67
silu_and_mul_with_clamp,deepseek_v4_pro_mixed_num_tokens256,"N=3072, dtype=bf16, num_tokens=256",0.1265,0.0220,0.1739,49.73,285.42
silu_and_mul_with_clamp,deepseek_v4_pro_prefill_num_tokens512,"N=3072, dtype=bf16, num_tokens=512",0.1268,0.0223,0.1759,99.24,564.32
silu_and_mul_with_clamp,deepseek_v4_pro_prefill_num_tokens1024,"N=3072, dtype=bf16, num_tokens=1024",0.1287,0.0239,0.1857,195.53,1053.51
silu_and_mul_with_clamp,deepseek_v4_pro_prefill_num_tokens2048,"N=3072, dtype=bf16, num_tokens=2048",0.1402,0.0394,0.2810,358.87,1277.97
silu_and_mul_with_clamp,deepseek_v4_pro_prefill_num_tokens4096,"N=3072, dtype=bf16, num_tokens=4096",0.1679,0.0687,0.4092,599.62,1464.99
silu_and_mul_with_clamp,glm_4.7_flash_decode_num_tokens1,"N=1536, dtype=bf16, num_tokens=1",0.1267,0.0222,0.1752,0.10,0.55
silu_and_mul_with_clamp,glm_4.7_flash_decode_num_tokens8,"N=1536, dtype=bf16, num_tokens=8",0.1275,0.0221,0.1733,0.77,4.46
silu_and_mul_with_clamp,glm_4.7_flash_decode_num_tokens32,"N=1536, dtype=bf16, num_tokens=32",0.1266,0.0220,0.1738,3.11,17.84
silu_and_mul_with_clamp,glm_4.7_flash_decode_num_tokens64,"N=1536, dtype=bf16, num_tokens=64",0.1277,0.0221,0.1731,6.16,35.59
silu_and_mul_with_clamp,glm_4.7_flash_mixed_num_tokens128,"N=1536, dtype=bf16, num_tokens=128",0.1275,0.0219,0.1718,12.34,71.92
silu_and_mul_with_clamp,glm_4.7_flash_mixed_num_tokens256,"N=1536, dtype=bf16, num_tokens=256",0.1259,0.0219,0.1739,24.99,143.38
silu_and_mul_with_clamp,glm_4.7_flash_prefill_num_tokens512,"N=1536, dtype=bf16, num_tokens=512",0.1275,0.0223,0.1749,49.35,282.63
silu_and_mul_with_clamp,glm_4.7_flash_prefill_num_tokens1024,"N=1536, dtype=bf16, num_tokens=1024",0.1270,0.0224,0.1764,99.07,562.97
silu_and_mul_with_clamp,glm_4.7_flash_prefill_num_tokens2048,"N=1536, dtype=bf16, num_tokens=2048",0.1281,0.0235,0.1835,196.44,1070.41
silu_and_mul_with_clamp,glm_4.7_flash_prefill_num_tokens4096,"N=1536, dtype=bf16, num_tokens=4096",0.1397,0.0391,0.2799,360.32,1288.46
silu_and_mul_with_clamp,qwen3.5_9b_decode_num_tokens1,"N=6144, dtype=bf16, num_tokens=1",0.1274,0.0219,0.1719,0.39,2.24
silu_and_mul_with_clamp,qwen3.5_9b_decode_num_tokens8,"N=6144, dtype=bf16, num_tokens=8",0.1277,0.0220,0.1723,3.08,17.88
silu_and_mul_with_clamp,qwen3.5_9b_decode_num_tokens32,"N=6144, dtype=bf16, num_tokens=32",0.1282,0.0218,0.1700,12.27,72.09
silu_and_mul_with_clamp,qwen3.5_9b_decode_num_tokens64,"N=6144, dtype=bf16, num_tokens=64",0.1269,0.0220,0.1734,24.78,143.27
silu_and_mul_with_clamp,qwen3.5_9b_mixed_num_tokens128,"N=6144, dtype=bf16, num_tokens=128",0.1284,0.0222,0.1729,48.99,283.59
silu_and_mul_with_clamp,qwen3.5_9b_mixed_num_tokens256,"N=6144, dtype=bf16, num_tokens=256",0.1270,0.0222,0.1748,99.11,567.55
silu_and_mul_with_clamp,qwen3.5_9b_prefill_num_tokens512,"N=6144, dtype=bf16, num_tokens=512",0.1277,0.0243,0.1903,197.03,1036.76
silu_and_mul_with_clamp,qwen3.5_9b_prefill_num_tokens1024,"N=6144, dtype=bf16, num_tokens=1024",0.1386,0.0415,0.2994,363.12,1211.82
silu_and_mul_with_clamp,qwen3.5_9b_prefill_num_tokens2048,"N=6144, dtype=bf16, num_tokens=2048",0.1668,0.0742,0.4448,603.55,1357.41
silu_and_mul_with_clamp,qwen3.5_9b_prefill_num_tokens4096,"N=6144, dtype=bf16, num_tokens=4096",0.3033,0.1364,0.4497,663.71,1475.55
silu_and_mul_with_clamp,qwen3.6_27b_decode_num_tokens1,"N=8704, dtype=bf16, num_tokens=1",0.1275,0.0224,0.1757,0.55,3.10
silu_and_mul_with_clamp,qwen3.6_27b_decode_num_tokens8,"N=8704, dtype=bf16, num_tokens=8",0.1271,0.0220,0.1731,4.38,25.33
silu_and_mul_with_clamp,qwen3.6_27b_decode_num_tokens32,"N=8704, dtype=bf16, num_tokens=32",0.1296,0.0219,0.1690,17.20,101.92
silu_and_mul_with_clamp,qwen3.6_27b_decode_num_tokens64,"N=8704, dtype=bf16, num_tokens=64",0.1286,0.0220,0.1711,34.66,202.71
silu_and_mul_with_clamp,qwen3.6_27b_mixed_num_tokens128,"N=8704, dtype=bf16, num_tokens=128",0.1285,0.0227,0.1767,69.37,393.19
silu_and_mul_with_clamp,qwen3.6_27b_mixed_num_tokens256,"N=8704, dtype=bf16, num_tokens=256",0.1284,0.0237,0.1846,138.81,753.40
silu_and_mul_with_clamp,qwen3.6_27b_prefill_num_tokens512,"N=8704, dtype=bf16, num_tokens=512",0.1306,0.0317,0.2427,273.05,1124.45
silu_and_mul_with_clamp,qwen3.6_27b_prefill_num_tokens1024,"N=8704, dtype=bf16, num_tokens=1024",0.1511,0.0582,0.3852,471.92,1225.12
silu_and_mul_with_clamp,qwen3.6_27b_prefill_num_tokens2048,"N=8704, dtype=bf16, num_tokens=2048",0.2836,0.1048,0.3695,502.88,1360.59
silu_and_mul_with_clamp,qwen3.6_27b_prefill_num_tokens4096,"N=8704, dtype=bf16, num_tokens=4096",0.3638,0.1969,0.5412,783.89,1448.42
silu_and_mul_with_clamp,qwen3.6_35b_a3b_decode_num_tokens1,"N=512, dtype=bf16, num_tokens=1",0.1268,0.0221,0.1743,0.03,0.19
silu_and_mul_with_clamp,qwen3.6_35b_a3b_decode_num_tokens8,"N=512, dtype=bf16, num_tokens=8",0.1270,0.0221,0.1740,0.26,1.48
silu_and_mul_with_clamp,qwen3.6_35b_a3b_decode_num_tokens32,"N=512, dtype=bf16, num_tokens=32",0.1267,0.0221,0.1744,1.03,5.94
silu_and_mul_with_clamp,qwen3.6_35b_a3b_decode_num_tokens64,"N=512, dtype=bf16, num_tokens=64",0.1256,0.0221,0.1760,2.09,11.87
silu_and_mul_with_clamp,qwen3.6_35b_a3b_mixed_num_tokens128,"N=512, dtype=bf16, num_tokens=128",0.1265,0.0218,0.1723,4.14,24.03
silu_and_mul_with_clamp,qwen3.6_35b_a3b_mixed_num_tokens256,"N=512, dtype=bf16, num_tokens=256",0.1283,0.0221,0.1723,8.17,47.34
silu_and_mul_with_clamp,qwen3.6_35b_a3b_prefill_num_tokens512,"N=512, dtype=bf16, num_tokens=512",0.1264,0.0218,0.1725,16.59,96.17
silu_and_mul_with_clamp,qwen3.6_35b_a3b_prefill_num_tokens1024,"N=512, dtype=bf16, num_tokens=1024",0.1288,0.0221,0.1716,32.55,190.00
silu_and_mul_with_clamp,qwen3.6_35b_a3b_prefill_num_tokens2048,"N=512, dtype=bf16, num_tokens=2048",0.1267,0.0218,0.1721,66.22,384.09
silu_and_mul_with_clamp,qwen3.6_35b_a3b_prefill_num_tokens4096,"N=512, dtype=bf16, num_tokens=4096",0.1262,0.0224,0.1775,132.98,749.95
swiglu,deepseek_v3.2_decode_num_tokens1,"N=2048, dtype=bf16, num_tokens=1",0.0475,0.0224,0.4716,0.22,0.46
swiglu,deepseek_v3.2_decode_num_tokens8,"N=2048, dtype=bf16, num_tokens=8",0.0408,0.0186,0.4559,2.01,4.40
swiglu,deepseek_v3.2_decode_num_tokens32,"N=2048, dtype=bf16, num_tokens=32",0.0395,0.0176,0.4456,8.29,18.57
swiglu,deepseek_v3.2_decode_num_tokens64,"N=2048, dtype=bf16, num_tokens=64",0.0363,0.0175,0.4821,18.05,37.48
swiglu,deepseek_v3.2_mixed_num_tokens128,"N=2048, dtype=bf16, num_tokens=128",0.0371,0.0177,0.4771,35.33,74.10
swiglu,deepseek_v3.2_mixed_num_tokens256,"N=2048, dtype=bf16, num_tokens=256",0.0354,0.0177,0.5000,74.08,148.06
swiglu,deepseek_v3.2_prefill_num_tokens512,"N=2048, dtype=bf16, num_tokens=512",0.0355,0.0177,0.4986,147.67,295.53
swiglu,deepseek_v3.2_prefill_num_tokens1024,"N=2048, dtype=bf16, num_tokens=1024",0.0355,0.0182,0.5127,295.31,574.68
swiglu,deepseek_v3.2_prefill_num_tokens2048,"N=2048, dtype=bf16, num_tokens=2048",0.0354,0.0203,0.5734,592.82,1033.36
swiglu,deepseek_v3.2_prefill_num_tokens4096,"N=2048, dtype=bf16, num_tokens=4096",0.0443,0.0280,0.6321,945.89,1500.37
swiglu,deepseek_v4_pro_decode_num_tokens1,"N=3072, dtype=bf16, num_tokens=1",0.0358,0.0175,0.4888,0.43,0.88
swiglu,deepseek_v4_pro_decode_num_tokens8,"N=3072, dtype=bf16, num_tokens=8",0.0353,0.0184,0.5212,3.48,6.68
swiglu,deepseek_v4_pro_decode_num_tokens32,"N=3072, dtype=bf16, num_tokens=32",0.0363,0.0173,0.4766,13.56,28.33
swiglu,deepseek_v4_pro_decode_num_tokens64,"N=3072, dtype=bf16, num_tokens=64",0.0353,0.0171,0.4844,27.84,57.36
swiglu,deepseek_v4_pro_mixed_num_tokens128,"N=3072, dtype=bf16, num_tokens=128",0.0344,0.0171,0.4971,57.21,114.82
swiglu,deepseek_v4_pro_mixed_num_tokens256,"N=3072, dtype=bf16, num_tokens=256",0.0344,0.0174,0.5058,114.28,226.34
swiglu,deepseek_v4_pro_prefill_num_tokens512,"N=3072, dtype=bf16, num_tokens=512",0.0348,0.0181,0.5201,225.86,435.20
swiglu,deepseek_v4_pro_prefill_num_tokens1024,"N=3072, dtype=bf16, num_tokens=1024",0.0354,0.0186,0.5254,444.05,847.89
swiglu,deepseek_v4_pro_prefill_num_tokens2048,"N=3072, dtype=bf16, num_tokens=2048",0.0369,0.0234,0.6341,853.04,1347.18
swiglu,deepseek_v4_pro_prefill_num_tokens4096,"N=3072, dtype=bf16, num_tokens=4096",0.0541,0.0368,0.6802,1163.50,1709.04
swiglu,glm_4.7_flash_decode_num_tokens1,"N=1536, dtype=bf16, num_tokens=1",0.0356,0.0173,0.4860,0.22,0.44
swiglu,glm_4.7_flash_decode_num_tokens8,"N=1536, dtype=bf16, num_tokens=8",0.0357,0.0172,0.4818,1.72,3.58
swiglu,glm_4.7_flash_decode_num_tokens32,"N=1536, dtype=bf16, num_tokens=32",0.0359,0.0172,0.4791,6.84,14.29
swiglu,glm_4.7_flash_decode_num_tokens64,"N=1536, dtype=bf16, num_tokens=64",0.0350,0.0178,0.5086,14.06,27.69
swiglu,glm_4.7_flash_mixed_num_tokens128,"N=1536, dtype=bf16, num_tokens=128",0.0351,0.0170,0.4843,28.00,57.79
swiglu,glm_4.7_flash_mixed_num_tokens256,"N=1536, dtype=bf16, num_tokens=256",0.0349,0.0172,0.4928,56.35,113.99
swiglu,glm_4.7_flash_prefill_num_tokens512,"N=1536, dtype=bf16, num_tokens=512",0.0350,0.0169,0.4829,112.34,232.99
swiglu,glm_4.7_flash_prefill_num_tokens1024,"N=1536, dtype=bf16, num_tokens=1024",0.0336,0.0178,0.5298,234.17,440.67
swiglu,glm_4.7_flash_prefill_num_tokens2048,"N=1536, dtype=bf16, num_tokens=2048",0.0340,0.0186,0.5471,462.35,845.84
swiglu,glm_4.7_flash_prefill_num_tokens4096,"N=1536, dtype=bf16, num_tokens=4096",0.0356,0.0235,0.6601,882.92,1336.38
swiglu,qwen3.5_9b_decode_num_tokens1,"N=6144, dtype=bf16, num_tokens=1",0.0354,0.0172,0.4859,0.87,1.79
swiglu,qwen3.5_9b_decode_num_tokens8,"N=6144, dtype=bf16, num_tokens=8",0.0350,0.0174,0.4971,7.02,14.13
swiglu,qwen3.5_9b_decode_num_tokens32,"N=6144, dtype=bf16, num_tokens=32",0.0343,0.0171,0.4985,28.70,57.59
swiglu,qwen3.5_9b_decode_num_tokens64,"N=6144, dtype=bf16, num_tokens=64",0.0334,0.0171,0.5120,58.92,114.73
swiglu,qwen3.5_9b_mixed_num_tokens128,"N=6144, dtype=bf16, num_tokens=128",0.0335,0.0170,0.5075,117.25,231.67
swiglu,qwen3.5_9b_mixed_num_tokens256,"N=6144, dtype=bf16, num_tokens=256",0.0337,0.0179,0.5312,233.32,440.04
swiglu,qwen3.5_9b_prefill_num_tokens512,"N=6144, dtype=bf16, num_tokens=512",0.0343,0.0185,0.5394,458.12,852.00
swiglu,qwen3.5_9b_prefill_num_tokens1024,"N=6144, dtype=bf16, num_tokens=1024",0.0360,0.0242,0.6722,874.59,1300.32
swiglu,qwen3.5_9b_prefill_num_tokens2048,"N=6144, dtype=bf16, num_tokens=2048",0.0538,0.0416,0.7732,1169.10,1512.95
swiglu,qwen3.5_9b_prefill_num_tokens4096,"N=6144, dtype=bf16, num_tokens=4096",0.0793,0.0691,0.8714,1586.06,1821.63
swiglu,qwen3.6_27b_decode_num_tokens1,"N=8704, dtype=bf16, num_tokens=1",0.0355,0.0175,0.4930,1.23,2.48
swiglu,qwen3.6_27b_decode_num_tokens8,"N=8704, dtype=bf16, num_tokens=8",0.0345,0.0169,0.4899,10.10,20.61
swiglu,qwen3.6_27b_decode_num_tokens32,"N=8704, dtype=bf16, num_tokens=32",0.0343,0.0170,0.4956,40.55,81.99
swiglu,qwen3.6_27b_decode_num_tokens64,"N=8704, dtype=bf16, num_tokens=64",0.0355,0.0176,0.4958,78.45,158.28
swiglu,qwen3.6_27b_mixed_num_tokens128,"N=8704, dtype=bf16, num_tokens=128",0.0345,0.0264,0.7652,161.24,210.85
swiglu,qwen3.6_27b_mixed_num_tokens256,"N=8704, dtype=bf16, num_tokens=256",0.0346,0.0191,0.5520,321.95,582.99
swiglu,qwen3.6_27b_prefill_num_tokens512,"N=8704, dtype=bf16, num_tokens=512",0.0354,0.0227,0.6412,629.98,983.09
swiglu,qwen3.6_27b_prefill_num_tokens1024,"N=8704, dtype=bf16, num_tokens=1024",0.0664,0.0355,0.5346,670.67,1257.01
swiglu,qwen3.6_27b_prefill_num_tokens2048,"N=8704, dtype=bf16, num_tokens=2048",0.0634,0.0578,0.9117,1405.57,1542.58
swiglu,qwen3.6_27b_prefill_num_tokens4096,"N=8704, dtype=bf16, num_tokens=4096",0.1015,0.1019,1.0039,1756.61,1749.05
swiglu,qwen3.6_35b_a3b_decode_num_tokens1,"N=512, dtype=bf16, num_tokens=1",0.0354,0.0177,0.5000,0.07,0.14
swiglu,qwen3.6_35b_a3b_decode_num_tokens8,"N=512, dtype=bf16, num_tokens=8",0.0343,0.0172,0.5015,0.60,1.19
swiglu,qwen3.6_35b_a3b_decode_num_tokens32,"N=512, dtype=bf16, num_tokens=32",0.0344,0.0172,0.5000,2.38,4.77
swiglu,qwen3.6_35b_a3b_decode_num_tokens64,"N=512, dtype=bf16, num_tokens=64",0.0352,0.0173,0.4915,4.65,9.48
swiglu,qwen3.6_35b_a3b_mixed_num_tokens128,"N=512, dtype=bf16, num_tokens=128",0.0342,0.0171,0.5000,9.59,19.20
swiglu,qwen3.6_35b_a3b_mixed_num_tokens256,"N=512, dtype=bf16, num_tokens=256",0.0351,0.0170,0.4843,18.68,38.49
swiglu,qwen3.6_35b_a3b_prefill_num_tokens512,"N=512, dtype=bf16, num_tokens=512",0.0365,0.0171,0.4685,35.92,76.52
swiglu,qwen3.6_35b_a3b_prefill_num_tokens1024,"N=512, dtype=bf16, num_tokens=1024",0.0342,0.0166,0.4854,76.69,158.02
swiglu,qwen3.6_35b_a3b_prefill_num_tokens2048,"N=512, dtype=bf16, num_tokens=2048",0.0343,0.0170,0.4956,152.69,308.90
swiglu,qwen3.6_35b_a3b_prefill_num_tokens4096,"N=512, dtype=bf16, num_tokens=4096",0.0347,0.0178,0.5130,302.15,590.31
top_k_per_row_decode,deepseek_v3.2_decode_num_tokens1,"num_experts=256, topk=8, num_tokens=1",0.0260,0.0141,0.5423,0.04,0.07
top_k_per_row_decode,deepseek_v3.2_decode_num_tokens8,"num_experts=256, topk=8, num_tokens=8",0.0252,0.0141,0.5595,0.32,0.58
top_k_per_row_decode,deepseek_v3.2_decode_num_tokens32,"num_experts=256, topk=8, num_tokens=32",0.0250,0.0141,0.5640,1.31,2.32
top_k_per_row_decode,deepseek_v3.2_decode_num_tokens64,"num_experts=256, topk=8, num_tokens=64",0.0248,0.0142,0.5726,2.64,4.62
top_k_per_row_decode,deepseek_v3.2_mixed_num_tokens128,"num_experts=256, topk=8, num_tokens=128",0.0249,0.0140,0.5622,5.27,9.38
top_k_per_row_decode,deepseek_v3.2_mixed_num_tokens256,"num_experts=256, topk=8, num_tokens=256",0.0253,0.0149,0.5889,10.36,17.57
top_k_per_row_decode,deepseek_v3.2_prefill_num_tokens512,"num_experts=256, topk=8, num_tokens=512",0.0273,0.0181,0.6630,19.18,29.01
top_k_per_row_decode,deepseek_v3.2_prefill_num_tokens1024,"num_experts=256, topk=8, num_tokens=1024",0.0334,0.0248,0.7425,31.43,42.24
top_k_per_row_decode,deepseek_v3.2_prefill_num_tokens2048,"num_experts=256, topk=8, num_tokens=2048",0.0467,0.0390,0.8351,44.88,53.76
top_k_per_row_decode,deepseek_v3.2_prefill_num_tokens4096,"num_experts=256, topk=8, num_tokens=4096",0.0728,0.0683,0.9382,57.59,61.42
top_k_per_row_decode,deepseek_v4_flash_decode_num_tokens1,"num_experts=256, topk=6, num_tokens=1",0.0260,0.0135,0.5192,0.04,0.08
top_k_per_row_decode,deepseek_v4_flash_decode_num_tokens8,"num_experts=256, topk=6, num_tokens=8",0.0252,0.0140,0.5556,0.33,0.58
top_k_per_row_decode,deepseek_v4_flash_decode_num_tokens32,"num_experts=256, topk=6, num_tokens=32",0.0254,0.0140,0.5512,1.29,2.34
top_k_per_row_decode,deepseek_v4_flash_decode_num_tokens64,"num_experts=256, topk=6, num_tokens=64",0.0254,0.0141,0.5551,2.58,4.66
top_k_per_row_decode,deepseek_v4_flash_mixed_num_tokens128,"num_experts=256, topk=6, num_tokens=128",0.0255,0.0140,0.5490,5.14,9.35
top_k_per_row_decode,deepseek_v4_flash_mixed_num_tokens256,"num_experts=256, topk=6, num_tokens=256",0.0259,0.0148,0.5714,10.14,17.73
top_k_per_row_decode,deepseek_v4_flash_prefill_num_tokens512,"num_experts=256, topk=6, num_tokens=512",0.0274,0.0176,0.6423,19.15,29.86
top_k_per_row_decode,deepseek_v4_flash_prefill_num_tokens1024,"num_experts=256, topk=6, num_tokens=1024",0.0333,0.0240,0.7207,31.52,43.69
top_k_per_row_decode,deepseek_v4_flash_prefill_num_tokens2048,"num_experts=256, topk=6, num_tokens=2048",0.0457,0.0376,0.8228,45.93,55.71
top_k_per_row_decode,deepseek_v4_flash_prefill_num_tokens4096,"num_experts=256, topk=6, num_tokens=4096",0.0708,0.0651,0.9195,59.28,64.47
top_k_per_row_decode,deepseek_v4_pro_decode_num_tokens1,"num_experts=384, topk=6, num_tokens=1",0.0249,0.0135,0.5422,0.06,0.11
top_k_per_row_decode,deepseek_v4_pro_decode_num_tokens8,"num_experts=384, topk=6, num_tokens=8",0.0253,0.0159,0.6285,0.49,0.77
top_k_per_row_decode,deepseek_v4_pro_decode_num_tokens32,"num_experts=384, topk=6, num_tokens=32",0.0259,0.0139,0.5367,1.90,3.54
top_k_per_row_decode,deepseek_v4_pro_decode_num_tokens64,"num_experts=384, topk=6, num_tokens=64",0.0250,0.0178,0.7120,3.94,5.53
top_k_per_row_decode,deepseek_v4_pro_mixed_num_tokens128,"num_experts=384, topk=6, num_tokens=128",0.0251,0.0141,0.5618,7.84,13.91
top_k_per_row_decode,deepseek_v4_pro_mixed_num_tokens256,"num_experts=384, topk=6, num_tokens=256",0.0256,0.0147,0.5742,15.35,26.69
top_k_per_row_decode,deepseek_v4_pro_prefill_num_tokens512,"num_experts=384, topk=6, num_tokens=512",0.0269,0.0170,0.6320,29.29,46.35
top_k_per_row_decode,deepseek_v4_pro_prefill_num_tokens1024,"num_experts=384, topk=6, num_tokens=1024",0.0325,0.0230,0.7077,48.45,68.34
top_k_per_row_decode,deepseek_v4_pro_prefill_num_tokens2048,"num_experts=384, topk=6, num_tokens=2048",0.0446,0.0358,0.8027,70.49,87.93
top_k_per_row_decode,deepseek_v4_pro_prefill_num_tokens4096,"num_experts=384, topk=6, num_tokens=4096",0.0686,0.0618,0.9009,91.68,101.80
top_k_per_row_decode,glm_4.7_flash_decode_num_tokens1,"num_experts=64, topk=4, num_tokens=1",0.0256,0.0137,0.5352,0.01,0.02
top_k_per_row_decode,glm_4.7_flash_decode_num_tokens8,"num_experts=64, topk=4, num_tokens=8",0.0249,0.0138,0.5542,0.08,0.15
top_k_per_row_decode,glm_4.7_flash_decode_num_tokens32,"num_experts=64, topk=4, num_tokens=32",0.0247,0.0138,0.5587,0.33,0.60
top_k_per_row_decode,glm_4.7_flash_decode_num_tokens64,"num_experts=64, topk=4, num_tokens=64",0.0248,0.0137,0.5524,0.66,1.19
top_k_per_row_decode,glm_4.7_flash_mixed_num_tokens128,"num_experts=64, topk=4, num_tokens=128",0.0248,0.0139,0.5605,1.32,2.35
top_k_per_row_decode,glm_4.7_flash_mixed_num_tokens256,"num_experts=64, topk=4, num_tokens=256",0.0253,0.0147,0.5810,2.59,4.47
top_k_per_row_decode,glm_4.7_flash_prefill_num_tokens512,"num_experts=64, topk=4, num_tokens=512",0.0274,0.0181,0.6606,4.78,7.22
top_k_per_row_decode,glm_4.7_flash_prefill_num_tokens1024,"num_experts=64, topk=4, num_tokens=1024",0.0337,0.0249,0.7389,7.77,10.53
top_k_per_row_decode,glm_4.7_flash_prefill_num_tokens2048,"num_experts=64, topk=4, num_tokens=2048",0.0474,0.0393,0.8291,11.05,13.35
top_k_per_row_decode,glm_4.7_flash_prefill_num_tokens4096,"num_experts=64, topk=4, num_tokens=4096",0.0743,0.0686,0.9233,14.11,15.28
top_k_per_row_decode,kimi_k2.6_decode_num_tokens1,"num_experts=384, topk=8, num_tokens=1",0.0251,0.0134,0.5339,0.06,0.11
top_k_per_row_decode,kimi_k2.6_decode_num_tokens8,"num_experts=384, topk=8, num_tokens=8",0.0250,0.0135,0.5400,0.49,0.91
top_k_per_row_decode,kimi_k2.6_decode_num_tokens32,"num_experts=384, topk=8, num_tokens=32",0.0253,0.0137,0.5415,1.94,3.59
top_k_per_row_decode,kimi_k2.6_decode_num_tokens64,"num_experts=384, topk=8, num_tokens=64",0.0248,0.0138,0.5565,3.96,7.13
top_k_per_row_decode,kimi_k2.6_mixed_num_tokens128,"num_experts=384, topk=8, num_tokens=128",0.0253,0.0139,0.5494,7.78,14.10
top_k_per_row_decode,kimi_k2.6_mixed_num_tokens256,"num_experts=384, topk=8, num_tokens=256",0.0250,0.0146,0.5840,15.72,26.98
top_k_per_row_decode,kimi_k2.6_prefill_num_tokens512,"num_experts=384, topk=8, num_tokens=512",0.0269,0.0171,0.6357,29.18,45.90
top_k_per_row_decode,kimi_k2.6_prefill_num_tokens1024,"num_experts=384, topk=8, num_tokens=1024",0.0331,0.0237,0.7160,47.51,66.42
top_k_per_row_decode,kimi_k2.6_prefill_num_tokens2048,"num_experts=384, topk=8, num_tokens=2048",0.0454,0.0371,0.8172,69.26,84.73
top_k_per_row_decode,kimi_k2.6_prefill_num_tokens4096,"num_experts=384, topk=8, num_tokens=4096",0.0702,0.0644,0.9174,89.61,97.66
top_k_per_row_decode,kimi_k3_decode_num_tokens1,"num_experts=896, topk=16, num_tokens=1",0.0259,0.0134,0.5174,0.14,0.27
top_k_per_row_decode,kimi_k3_decode_num_tokens8,"num_experts=896, topk=16, num_tokens=8",0.0248,0.0138,0.5565,1.15,2.07
top_k_per_row_decode,kimi_k3_decode_num_tokens32,"num_experts=896, topk=16, num_tokens=32",0.0248,0.0140,0.5645,4.62,8.19
top_k_per_row_decode,kimi_k3_decode_num_tokens64,"num_experts=896, topk=16, num_tokens=64",0.0248,0.0139,0.5605,9.23,16.55
top_k_per_row_decode,kimi_k3_mixed_num_tokens128,"num_experts=896, topk=16, num_tokens=128",0.0251,0.0139,0.5538,18.25,33.00
top_k_per_row_decode,kimi_k3_mixed_num_tokens256,"num_experts=896, topk=16, num_tokens=256",0.0257,0.0148,0.5759,35.74,61.91
top_k_per_row_decode,kimi_k3_prefill_num_tokens512,"num_experts=896, topk=16, num_tokens=512",0.0283,0.0174,0.6148,64.92,105.66
top_k_per_row_decode,kimi_k3_prefill_num_tokens1024,"num_experts=896, topk=16, num_tokens=1024",0.0362,0.0242,0.6685,101.52,151.56
top_k_per_row_decode,kimi_k3_prefill_num_tokens2048,"num_experts=896, topk=16, num_tokens=2048",0.0518,0.0379,0.7317,141.60,193.55
top_k_per_row_decode,kimi_k3_prefill_num_tokens4096,"num_experts=896, topk=16, num_tokens=4096",0.0828,0.0655,0.7911,177.38,224.27
top_k_per_row_decode,qwen3.8-2.4t-a95b_decode_num_tokens1,"num_experts=512, topk=10, num_tokens=1",0.0260,0.0136,0.5231,0.08,0.15
