platform,backend,timestamp,operator,scenario,phase,M,N,K,num_tokens,hidden_size,eps,dtype,source,device_time_mean_ms,device_time_median_ms,device_time_min_ms,device_time_max_ms,device_time_p99_ms,device_time_std_ms,wall_time_mean_ms,accuracy_passed,error
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:46,top_k_per_row_decode,llama31_8b_topk_decode_b32,decode,,,,32,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k decode, batch=32",0.0152,0.0152,0.0152,0.0154,0.0154,0.0,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:46,top_k_per_row_decode,llama31_8b_topk_decode_b48,decode,,,,48,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k decode, batch=48",0.0155,0.0155,0.0154,0.0159,0.0159,0.0001,2.4188,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:46,top_k_per_row_decode,llama31_8b_topk_decode_b64,decode,,,,64,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k decode, batch=64",0.0155,0.0155,0.0154,0.0157,0.0157,0.0,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_decode_b1,decode,,,,1,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=1",0.014,0.014,0.0138,0.0143,0.0143,0.0001,2.4165,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_decode_b2,decode,,,,2,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=2",0.0138,0.0138,0.0136,0.0141,0.0141,0.0001,2.3974,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_decode_b4,decode,,,,4,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=4",0.0145,0.0145,0.0143,0.0148,0.0148,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_decode_b8,decode,,,,8,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=8",0.0146,0.0146,0.0144,0.015,0.015,0.0001,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_decode_b16,decode,,,,16,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=16",0.015,0.015,0.0148,0.0152,0.0152,0.0001,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_decode_b32,decode,,,,32,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=32",0.0152,0.0152,0.015,0.0154,0.0154,0.0001,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_prefill_b64,prefill,,,,64,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=64",0.0154,0.0155,0.0153,0.0157,0.0157,0.0001,2.4189,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_prefill_b128,prefill,,,,128,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=128",0.0154,0.0155,0.0153,0.0157,0.0157,0.0001,2.4186,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_prefill_b256,prefill,,,,256,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=256",0.0157,0.0157,0.0155,0.016,0.016,0.0001,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_prefill_b512,prefill,,,,512,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=512",0.0162,0.0162,0.016,0.0165,0.0165,0.0001,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_prefill_b1024,prefill,,,,1024,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=1024",0.0168,0.0168,0.0165,0.017,0.017,0.0001,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_prefill_b2048,prefill,,,,2048,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=2048",0.0191,0.0191,0.0188,0.0193,0.0193,0.0001,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_prefill_b4096,prefill,,,,4096,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=4096",0.0254,0.0254,0.025,0.026,0.026,0.0002,2.4186,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:13,top_k_per_row_prefill,llama31_8b_topk_prefill_b8192,prefill,,,,8192,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k sampling, batch=8192",0.0409,0.0409,0.0404,0.0416,0.0416,0.0003,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_decode_b1,decode,,,,1,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=1",0.016,0.016,0.0157,0.0162,0.0162,0.0001,2.4182,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_decode_b2,decode,,,,2,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=2",0.0193,0.0193,0.0189,0.0197,0.0197,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_decode_b4,decode,,,,4,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=4",0.0195,0.0196,0.0192,0.0198,0.0198,0.0001,2.4186,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_decode_b8,decode,,,,8,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=8",0.0201,0.0201,0.0199,0.0204,0.0204,0.0001,2.4191,False,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_decode_b16,decode,,,,16,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=16",0.0212,0.0212,0.0208,0.0215,0.0215,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_decode_b32,decode,,,,32,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=32",0.0247,0.0246,0.0244,0.0251,0.0251,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_prefill_b64,prefill,,,,64,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=64",0.03,0.03,0.0297,0.0303,0.0303,0.0001,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_prefill_b128,prefill,,,,128,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=128",0.0416,0.0416,0.0413,0.042,0.042,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_prefill_b256,prefill,,,,256,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=256",0.0646,0.0645,0.0638,0.0656,0.0656,0.0004,2.4185,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_prefill_b512,prefill,,,,512,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=512",0.1136,0.1135,0.1125,0.1151,0.1151,0.0006,2.4845,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_prefill_b1024,prefill,,,,1024,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=1024",0.2058,0.2057,0.2048,0.2078,0.2078,0.0006,2.6157,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:37,topk_selector,llama31_8b_topp_prefill_b2048,prefill,,,,2048,4096,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-p sampling, batch=2048",0.3911,0.3911,0.3901,0.3927,0.3927,0.0006,2.7467,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:24,topk_softplus_sqrt,deepseek_v3_router_prefill,,,,,2048,,,bf16,,0.0542,0.0542,0.0533,0.0548,0.0548,0.0003,2.4179,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:24,topk_softplus_sqrt,deepseek_v3_router_decode,,,,,1,,,bf16,,0.0254,0.0255,0.0251,0.0257,0.0257,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:24,topk_softplus_sqrt,deepseek_v3_router_batch128,,,,,128,,,bf16,,0.0284,0.0283,0.0282,0.0287,0.0287,0.0002,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:24,topk_softplus_sqrt,moe_64experts_prefill,,,,,2048,,,bf16,,0.0377,0.0377,0.0373,0.0383,0.0383,0.0002,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:24,topk_softplus_sqrt,moe_64experts_decode,,,,,1,,,bf16,,0.0244,0.0244,0.024,0.0246,0.0246,0.0002,2.4191,True,
